# Corpus reachability verdicts. Generated by `jackall-cli xref reach`;
# do not hand-edit. Methodology: docs/docs/engine-internals/asset-reachability.md
# hash	path	verdict	flags	bytes	outRefs	reason
C5588976	scripts\game\barkdata\1433770.pfe	unknown	-	3408	0	opaque-referrers(pfe)
0DB80606	scripts\game\barkdata\1433775.pfe	unknown	-	2560	0	opaque-referrers(pfe)
FF52E806	scripts\game\barkdata\1433790.pfe	unknown	-	3376	0	opaque-referrers(pfe)
37B26776	scripts\game\barkdata\1433795.pfe	unknown	-	4416	0	opaque-referrers(pfe)
2E15C927	scripts\game\barkdata\1433800.pfe	unknown	-	2976	0	opaque-referrers(pfe)
E6F54657	scripts\game\barkdata\1433805.pfe	unknown	-	2912	0	opaque-referrers(pfe)
E5491A82	scripts\game\barkdata\1433810.pfe	unknown	-	4192	0	opaque-referrers(pfe)
2DA995F2	scripts\game\barkdata\1433815.pfe	unknown	-	3280	0	opaque-referrers(pfe)
7ED85894	scripts\game\barkdata\1433850.pfe	unknown	-	18272	0	opaque-referrers(pfe)
B638D7E4	scripts\game\barkdata\1433855.pfe	unknown	-	11072	0	opaque-referrers(pfe)
F84C2A3A	scripts\game\barkdata\1433860.pfe	unknown	-	5776	0	opaque-referrers(pfe)
30ACA54A	scripts\game\barkdata\1433865.pfe	unknown	-	13728	0	opaque-referrers(pfe)
3310F99F	scripts\game\barkdata\1433870.pfe	unknown	-	6352	0	opaque-referrers(pfe)
C5AA6398	scripts\game\barkdata\1433920.pfe	unknown	-	15712	0	opaque-referrers(pfe)
0D4AECE8	scripts\game\barkdata\1433925.pfe	unknown	-	8352	0	opaque-referrers(pfe)
96DBAEFE	scripts\game\barkdata\1433965.pfe	unknown	-	37344	0	opaque-referrers(pfe)
643140FE	scripts\game\barkdata\1433980.pfe	unknown	-	36128	0	opaque-referrers(pfe)
AF6D935B	scripts\game\barkdata\1433990.pfe	unknown	-	34688	0	opaque-referrers(pfe)
678D1C2B	scripts\game\barkdata\1433995.pfe	unknown	-	34432	0	opaque-referrers(pfe)
DFDF0129	scripts\game\barkdata\1434005.pfe	unknown	-	26192	0	opaque-referrers(pfe)
DC635DFC	scripts\game\barkdata\1434010.pfe	unknown	-	7840	0	opaque-referrers(pfe)
1483D28C	scripts\game\barkdata\1434015.pfe	unknown	-	22768	0	opaque-referrers(pfe)
47F21FEA	scripts\game\barkdata\1434050.pfe	unknown	-	10832	0	opaque-referrers(pfe)
A3FFBABF	scripts\game\barkdata\1434325.pfe	unknown	-	2976	0	opaque-referrers(pfe)
026499D9	scripts\game\barkdata\1434385.pfe	unknown	-	15776	0	opaque-referrers(pfe)
01D8C50C	scripts\game\barkdata\1434390.pfe	unknown	-	9200	0	opaque-referrers(pfe)
35294957	scripts\game\barkdata\1434460.pfe	unknown	-	2256	0	opaque-referrers(pfe)
FDC9C627	scripts\game\barkdata\1434465.pfe	unknown	-	3280	0	opaque-referrers(pfe)
FE759AF2	scripts\game\barkdata\1434470.pfe	unknown	-	1728	0	opaque-referrers(pfe)
36951582	scripts\game\barkdata\1434475.pfe	unknown	-	3248	0	opaque-referrers(pfe)
C47FFB82	scripts\game\barkdata\1434490.pfe	unknown	-	2944	0	opaque-referrers(pfe)
0C9F74F2	scripts\game\barkdata\1434495.pfe	unknown	-	3120	0	opaque-referrers(pfe)
4507A1FE	scripts\game\barkdata\1434500.pfe	unknown	-	2848	0	opaque-referrers(pfe)
8DE72E8E	scripts\game\barkdata\1434505.pfe	unknown	-	1984	0	opaque-referrers(pfe)
8E5B725B	scripts\game\barkdata\1434510.pfe	unknown	-	3488	0	opaque-referrers(pfe)
46BBFD2B	scripts\game\barkdata\1434515.pfe	unknown	-	3200	0	opaque-referrers(pfe)
08CF00F5	scripts\game\barkdata\1434520.pfe	unknown	-	4416	0	opaque-referrers(pfe)
C02F8F85	scripts\game\barkdata\1434525.pfe	unknown	-	2960	0	opaque-referrers(pfe)
C393D350	scripts\game\barkdata\1434530.pfe	unknown	-	3344	0	opaque-referrers(pfe)
0B735C20	scripts\game\barkdata\1434535.pfe	unknown	-	3408	0	opaque-referrers(pfe)
DE96E3E8	scripts\game\barkdata\1434540.pfe	unknown	-	3760	0	opaque-referrers(pfe)
16766C98	scripts\game\barkdata\1434545.pfe	unknown	-	2048	0	opaque-referrers(pfe)
15CA304D	scripts\game\barkdata\1434550.pfe	unknown	-	3360	0	opaque-referrers(pfe)
DD2ABF3D	scripts\game\barkdata\1434555.pfe	unknown	-	3568	0	opaque-referrers(pfe)
935E42E3	scripts\game\barkdata\1434560.pfe	unknown	-	3808	0	opaque-referrers(pfe)
74EFBB63	scripts\game\barkdata\1434600.pfe	unknown	-	2528	0	opaque-referrers(pfe)
BC0F3413	scripts\game\barkdata\1434605.pfe	unknown	-	2224	0	opaque-referrers(pfe)
BFB368C6	scripts\game\barkdata\1434610.pfe	unknown	-	2032	0	opaque-referrers(pfe)
A10A04AB	scripts\game\barkdata\1434675.pfe	unknown	-	14480	0	opaque-referrers(pfe)
98BC390E	scripts\game\barkdata\1434680.pfe	unknown	-	13200	0	opaque-referrers(pfe)
505CB67E	scripts\game\barkdata\1434685.pfe	unknown	-	4768	0	opaque-referrers(pfe)
53E0EAAB	scripts\game\barkdata\1434690.pfe	unknown	-	13840	0	opaque-referrers(pfe)
9B0065DB	scripts\game\barkdata\1434695.pfe	unknown	-	5120	0	opaque-referrers(pfe)
81E97DB1	scripts\game\barkdata\1434745.pfe	unknown	-	20752	0	opaque-referrers(pfe)
82552164	scripts\game\barkdata\1434750.pfe	unknown	-	5632	0	opaque-referrers(pfe)
F597E11F	scripts\game\barkdata\1434790.pfe	unknown	-	35008	0	opaque-referrers(pfe)
EC304F4E	scripts\game\barkdata\1434805.pfe	unknown	-	38128	0	opaque-referrers(pfe)
276C9CEB	scripts\game\barkdata\1434815.pfe	unknown	-	29360	0	opaque-referrers(pfe)
69186135	scripts\game\barkdata\1434820.pfe	unknown	-	34496	0	opaque-referrers(pfe)
A244B290	scripts\game\barkdata\1434830.pfe	unknown	-	32864	0	opaque-referrers(pfe)
6AA43DE0	scripts\game\barkdata\1434835.pfe	unknown	-	8256	0	opaque-referrers(pfe)
BF418228	scripts\game\barkdata\1434840.pfe	unknown	-	34608	0	opaque-referrers(pfe)
F1357FF6	scripts\game\barkdata\1434875.pfe	unknown	-	11376	0	opaque-referrers(pfe)
0063CD23	scripts\game\barkdata\1434885.pfe	unknown	-	13536	0	opaque-referrers(pfe)
03DF91F6	scripts\game\barkdata\1434890.pfe	unknown	-	5392	0	opaque-referrers(pfe)
CB3F1E86	scripts\game\barkdata\1434895.pfe	unknown	-	12944	0	opaque-referrers(pfe)
82A7CB8A	scripts\game\barkdata\1434900.pfe	unknown	-	4416	0	opaque-referrers(pfe)
6EF449E7	scripts\game\barkdata\1434980.pfe	unknown	-	46064	0	opaque-referrers(pfe)
6D481532	scripts\game\barkdata\1434995.pfe	unknown	-	33792	0	opaque-referrers(pfe)
DB958EC7	scripts\game\barkdata\1435000.pfe	unknown	-	32928	0	opaque-referrers(pfe)
137501B7	scripts\game\barkdata\1435005.pfe	unknown	-	5104	0	opaque-referrers(pfe)
10C95D62	scripts\game\barkdata\1435010.pfe	unknown	-	35552	0	opaque-referrers(pfe)
965D2FCC	scripts\game\barkdata\1435020.pfe	unknown	-	29744	0	opaque-referrers(pfe)
5D01FC69	scripts\game\barkdata\1435030.pfe	unknown	-	13936	0	opaque-referrers(pfe)
95E17319	scripts\game\barkdata\1435035.pfe	unknown	-	26608	0	opaque-referrers(pfe)
C52CE2AA	scripts\game\barkdata\1435065.pfe	unknown	-	16176	0	opaque-referrers(pfe)
C690BE7F	scripts\game\barkdata\1435070.pfe	unknown	-	4304	0	opaque-referrers(pfe)
0E70310F	scripts\game\barkdata\1435075.pfe	unknown	-	15552	0	opaque-referrers(pfe)
FF2683DA	scripts\game\barkdata\1435085.pfe	unknown	-	11280	0	opaque-referrers(pfe)
B5020A03	scripts\game\barkdata\1435105.pfe	unknown	-	13520	0	opaque-referrers(pfe)
7E5ED9A6	scripts\game\barkdata\1435115.pfe	unknown	-	9984	0	opaque-referrers(pfe)
2D2F14C0	scripts\game\barkdata\1435150.pfe	unknown	-	9264	0	opaque-referrers(pfe)
87564C4B	scripts\game\barkdata\1435210.pfe	unknown	-	16448	0	opaque-referrers(pfe)
4FB6C33B	scripts\game\barkdata\1435215.pfe	unknown	-	9248	0	opaque-referrers(pfe)
027E6230	scripts\game\barkdata\1435235.pfe	unknown	-	10400	0	opaque-referrers(pfe)
68B992F3	scripts\game\barkdata\1435285.pfe	unknown	-	3088	0	opaque-referrers(pfe)
6B05CE26	scripts\game\barkdata\1435290.pfe	unknown	-	2720	0	opaque-referrers(pfe)
A3E54156	scripts\game\barkdata\1435295.pfe	unknown	-	2208	0	opaque-referrers(pfe)
EA7D945A	scripts\game\barkdata\1435300.pfe	unknown	-	3376	0	opaque-referrers(pfe)
229D1B2A	scripts\game\barkdata\1435305.pfe	unknown	-	2752	0	opaque-referrers(pfe)
212147FF	scripts\game\barkdata\1435310.pfe	unknown	-	3184	0	opaque-referrers(pfe)
E9C1C88F	scripts\game\barkdata\1435315.pfe	unknown	-	3040	0	opaque-referrers(pfe)
6CE9E6F4	scripts\game\barkdata\1435330.pfe	unknown	-	3408	0	opaque-referrers(pfe)
A4096984	scripts\game\barkdata\1435335.pfe	unknown	-	3328	0	opaque-referrers(pfe)
71ECD64C	scripts\game\barkdata\1435340.pfe	unknown	-	2848	0	opaque-referrers(pfe)
B90C593C	scripts\game\barkdata\1435345.pfe	unknown	-	2272	0	opaque-referrers(pfe)
BAB005E9	scripts\game\barkdata\1435350.pfe	unknown	-	3040	0	opaque-referrers(pfe)
72508A99	scripts\game\barkdata\1435355.pfe	unknown	-	3008	0	opaque-referrers(pfe)
3C247747	scripts\game\barkdata\1435360.pfe	unknown	-	2880	0	opaque-referrers(pfe)
F4C4F837	scripts\game\barkdata\1435365.pfe	unknown	-	3184	0	opaque-referrers(pfe)
F778A4E2	scripts\game\barkdata\1435370.pfe	unknown	-	3264	0	opaque-referrers(pfe)
3F982B92	scripts\game\barkdata\1435375.pfe	unknown	-	2672	0	opaque-referrers(pfe)
062E1637	scripts\game\barkdata\1435380.pfe	unknown	-	3200	0	opaque-referrers(pfe)
CECE9947	scripts\game\barkdata\1435385.pfe	unknown	-	3296	0	opaque-referrers(pfe)
05924AE2	scripts\game\barkdata\1435395.pfe	unknown	-	2896	0	opaque-referrers(pfe)
2FDAAAD4	scripts\game\barkdata\1435400.pfe	unknown	-	2400	0	opaque-referrers(pfe)
E73A25A4	scripts\game\barkdata\1435405.pfe	unknown	-	2512	0	opaque-referrers(pfe)
E4867971	scripts\game\barkdata\1435410.pfe	unknown	-	2352	0	opaque-referrers(pfe)
2C66F601	scripts\game\barkdata\1435415.pfe	unknown	-	3184	0	opaque-referrers(pfe)
62120BDF	scripts\game\barkdata\1435420.pfe	unknown	-	2640	0	opaque-referrers(pfe)
AAF284AF	scripts\game\barkdata\1435425.pfe	unknown	-	3040	0	opaque-referrers(pfe)
A94ED87A	scripts\game\barkdata\1435430.pfe	unknown	-	3072	0	opaque-referrers(pfe)
61AE570A	scripts\game\barkdata\1435435.pfe	unknown	-	3344	0	opaque-referrers(pfe)
B44BE8C2	scripts\game\barkdata\1435440.pfe	unknown	-	3088	0	opaque-referrers(pfe)
7CAB67B2	scripts\game\barkdata\1435445.pfe	unknown	-	3328	0	opaque-referrers(pfe)
7F173B67	scripts\game\barkdata\1435450.pfe	unknown	-	2384	0	opaque-referrers(pfe)
B7F7B417	scripts\game\barkdata\1435455.pfe	unknown	-	2624	0	opaque-referrers(pfe)
F98349C9	scripts\game\barkdata\1435460.pfe	unknown	-	3472	0	opaque-referrers(pfe)
3163C6B9	scripts\game\barkdata\1435465.pfe	unknown	-	3280	0	opaque-referrers(pfe)
89ADA160	scripts\game\barkdata\1435500.pfe	unknown	-	19776	0	opaque-referrers(pfe)
414D2E10	scripts\game\barkdata\1435505.pfe	unknown	-	12624	0	opaque-referrers(pfe)
42F172C5	scripts\game\barkdata\1435510.pfe	unknown	-	5088	0	opaque-referrers(pfe)
8A11FDB5	scripts\game\barkdata\1435515.pfe	unknown	-	14896	0	opaque-referrers(pfe)
C465006B	scripts\game\barkdata\1435520.pfe	unknown	-	5152	0	opaque-referrers(pfe)
94A891D8	scripts\game\barkdata\1435570.pfe	unknown	-	16032	0	opaque-referrers(pfe)
5C481EA8	scripts\game\barkdata\1435575.pfe	unknown	-	6896	0	opaque-referrers(pfe)
BBF9E728	scripts\game\barkdata\1435615.pfe	unknown	-	35472	0	opaque-referrers(pfe)
3ED1C953	scripts\game\barkdata\1435630.pfe	unknown	-	33376	0	opaque-referrers(pfe)
23D4F9EB	scripts\game\barkdata\1435640.pfe	unknown	-	34704	0	opaque-referrers(pfe)
EB34769B	scripts\game\barkdata\1435645.pfe	unknown	-	36912	0	opaque-referrers(pfe)
2068A53E	scripts\game\barkdata\1435655.pfe	unknown	-	26864	0	opaque-referrers(pfe)
6E1C58E0	scripts\game\barkdata\1435660.pfe	unknown	-	8336	0	opaque-referrers(pfe)
A6FCD790	scripts\game\barkdata\1435665.pfe	unknown	-	27696	0	opaque-referrers(pfe)
1E32B049	scripts\game\barkdata\1435700.pfe	unknown	-	10224	0	opaque-referrers(pfe)
9BE874DC	scripts\game\barkdata\1435975.pfe	unknown	-	3056	0	opaque-referrers(pfe)
1B6E74FA	scripts\game\barkdata\1436035.pfe	unknown	-	14864	0	opaque-referrers(pfe)
CE8BCB32	scripts\game\barkdata\1436040.pfe	unknown	-	13872	0	opaque-referrers(pfe)
38315135	scripts\game\barkdata\1436110.pfe	unknown	-	3104	0	opaque-referrers(pfe)
F0D1DE45	scripts\game\barkdata\1436115.pfe	unknown	-	3856	0	opaque-referrers(pfe)
BEA5239B	scripts\game\barkdata\1436120.pfe	unknown	-	3664	0	opaque-referrers(pfe)
7645ACEB	scripts\game\barkdata\1436125.pfe	unknown	-	3472	0	opaque-referrers(pfe)
75F9F03E	scripts\game\barkdata\1436130.pfe	unknown	-	3696	0	opaque-referrers(pfe)
BD197F4E	scripts\game\barkdata\1436135.pfe	unknown	-	4048	0	opaque-referrers(pfe)
68FCC086	scripts\game\barkdata\1436140.pfe	unknown	-	3680	0	opaque-referrers(pfe)
A01C4FF6	scripts\game\barkdata\1436145.pfe	unknown	-	3632	0	opaque-referrers(pfe)
A3A01323	scripts\game\barkdata\1436150.pfe	unknown	-	2800	0	opaque-referrers(pfe)
6B409C53	scripts\game\barkdata\1436155.pfe	unknown	-	2640	0	opaque-referrers(pfe)
EE68B228	scripts\game\barkdata\1436170.pfe	unknown	-	4080	0	opaque-referrers(pfe)
26883D58	scripts\game\barkdata\1436175.pfe	unknown	-	4352	0	opaque-referrers(pfe)
1F3E00FD	scripts\game\barkdata\1436180.pfe	unknown	-	3472	0	opaque-referrers(pfe)
D7DE8F8D	scripts\game\barkdata\1436185.pfe	unknown	-	3648	0	opaque-referrers(pfe)
D462D358	scripts\game\barkdata\1436190.pfe	unknown	-	3184	0	opaque-referrers(pfe)
1C825C28	scripts\game\barkdata\1436195.pfe	unknown	-	3568	0	opaque-referrers(pfe)
C285980D	scripts\game\barkdata\1436200.pfe	unknown	-	4400	0	opaque-referrers(pfe)
0A65177D	scripts\game\barkdata\1436205.pfe	unknown	-	3856	0	opaque-referrers(pfe)
09D94BA8	scripts\game\barkdata\1436210.pfe	unknown	-	4480	0	opaque-referrers(pfe)
E1DABDC2	scripts\game\barkdata\1436325.pfe	unknown	-	17168	0	opaque-referrers(pfe)
49565B5D	scripts\game\barkdata\1436535.pfe	unknown	-	11216	0	opaque-referrers(pfe)
9CB3E495	scripts\game\barkdata\1436540.pfe	unknown	-	4400	0	opaque-referrers(pfe)
54536BE5	scripts\game\barkdata\1436545.pfe	unknown	-	14320	0	opaque-referrers(pfe)
57EF3730	scripts\game\barkdata\1436550.pfe	unknown	-	6304	0	opaque-referrers(pfe)
B05ECEB0	scripts\game\barkdata\1436630.pfe	unknown	-	35072	0	opaque-referrers(pfe)
65BB7178	scripts\game\barkdata\1436645.pfe	unknown	-	31376	0	opaque-referrers(pfe)
66072DAD	scripts\game\barkdata\1436650.pfe	unknown	-	31568	0	opaque-referrers(pfe)
AEE7A2DD	scripts\game\barkdata\1436655.pfe	unknown	-	4928	0	opaque-referrers(pfe)
E0935F03	scripts\game\barkdata\1436660.pfe	unknown	-	37584	0	opaque-referrers(pfe)
2BCF8CA6	scripts\game\barkdata\1436670.pfe	unknown	-	28288	0	opaque-referrers(pfe)
DA993E73	scripts\game\barkdata\1436680.pfe	unknown	-	10544	0	opaque-referrers(pfe)
1279B103	scripts\game\barkdata\1436685.pfe	unknown	-	30960	0	opaque-referrers(pfe)
9301EB7F	scripts\game\barkdata\1436715.pfe	unknown	-	16480	0	opaque-referrers(pfe)
DD7516A1	scripts\game\barkdata\1436720.pfe	unknown	-	4448	0	opaque-referrers(pfe)
159599D1	scripts\game\barkdata\1436725.pfe	unknown	-	22208	0	opaque-referrers(pfe)
DEC94A74	scripts\game\barkdata\1436735.pfe	unknown	-	12272	0	opaque-referrers(pfe)
0890A969	scripts\game\barkdata\1436755.pfe	unknown	-	12400	0	opaque-referrers(pfe)
8E04DBC7	scripts\game\barkdata\1436765.pfe	unknown	-	9232	0	opaque-referrers(pfe)
66F5C743	scripts\game\barkdata\1436800.pfe	unknown	-	9520	0	opaque-referrers(pfe)
B0AC245E	scripts\game\barkdata\1436860.pfe	unknown	-	9312	0	opaque-referrers(pfe)
4246CA5E	scripts\game\barkdata\1436885.pfe	unknown	-	10464	0	opaque-referrers(pfe)
DE3BA09A	scripts\game\barkdata\1436965.pfe	unknown	-	3552	0	opaque-referrers(pfe)
DD87FC4F	scripts\game\barkdata\1436970.pfe	unknown	-	2112	0	opaque-referrers(pfe)
1567733F	scripts\game\barkdata\1436975.pfe	unknown	-	3520	0	opaque-referrers(pfe)
0221CBAC	scripts\game\barkdata\1437040.pfe	unknown	-	3056	0	opaque-referrers(pfe)
CAC144DC	scripts\game\barkdata\1437045.pfe	unknown	-	3008	0	opaque-referrers(pfe)
C97D1809	scripts\game\barkdata\1437050.pfe	unknown	-	1632	0	opaque-referrers(pfe)
019D9779	scripts\game\barkdata\1437055.pfe	unknown	-	1600	0	opaque-referrers(pfe)
4FE96AA7	scripts\game\barkdata\1437060.pfe	unknown	-	3392	0	opaque-referrers(pfe)
8709E5D7	scripts\game\barkdata\1437065.pfe	unknown	-	2576	0	opaque-referrers(pfe)
84B5B902	scripts\game\barkdata\1437070.pfe	unknown	-	2464	0	opaque-referrers(pfe)
4C553672	scripts\game\barkdata\1437075.pfe	unknown	-	3488	0	opaque-referrers(pfe)
75E30BD7	scripts\game\barkdata\1437080.pfe	unknown	-	3984	0	opaque-referrers(pfe)
BD0384A7	scripts\game\barkdata\1437085.pfe	unknown	-	2992	0	opaque-referrers(pfe)
F7270D7E	scripts\game\barkdata\1437105.pfe	unknown	-	3856	0	opaque-referrers(pfe)
F49B51AB	scripts\game\barkdata\1437110.pfe	unknown	-	3088	0	opaque-referrers(pfe)
3C7BDEDB	scripts\game\barkdata\1437115.pfe	unknown	-	3312	0	opaque-referrers(pfe)
6F0A13BD	scripts\game\barkdata\1437150.pfe	unknown	-	16976	0	opaque-referrers(pfe)
A7EA9CCD	scripts\game\barkdata\1437155.pfe	unknown	-	11296	0	opaque-referrers(pfe)
E99E6113	scripts\game\barkdata\1437160.pfe	unknown	-	5440	0	opaque-referrers(pfe)
217EEE63	scripts\game\barkdata\1437165.pfe	unknown	-	12240	0	opaque-referrers(pfe)
22C2B2B6	scripts\game\barkdata\1437170.pfe	unknown	-	5440	0	opaque-referrers(pfe)
43E73998	scripts\game\barkdata\1437220.pfe	unknown	-	14640	0	opaque-referrers(pfe)
8B07B6E8	scripts\game\barkdata\1437225.pfe	unknown	-	8976	0	opaque-referrers(pfe)
1096F4FE	scripts\game\barkdata\1437265.pfe	unknown	-	38208	0	opaque-referrers(pfe)
E27C1AFE	scripts\game\barkdata\1437280.pfe	unknown	-	33616	0	opaque-referrers(pfe)
2920C95B	scripts\game\barkdata\1437290.pfe	unknown	-	32864	0	opaque-referrers(pfe)
E1C0462B	scripts\game\barkdata\1437295.pfe	unknown	-	40560	0	opaque-referrers(pfe)
60B81C57	scripts\game\barkdata\1437305.pfe	unknown	-	29312	0	opaque-referrers(pfe)
63044082	scripts\game\barkdata\1437310.pfe	unknown	-	10432	0	opaque-referrers(pfe)
ABE4CFF2	scripts\game\barkdata\1437315.pfe	unknown	-	27680	0	opaque-referrers(pfe)
F8950294	scripts\game\barkdata\1437350.pfe	unknown	-	12432	0	opaque-referrers(pfe)
7F4892FB	scripts\game\barkdata\1437625.pfe	unknown	-	3024	0	opaque-referrers(pfe)
DED3B19D	scripts\game\barkdata\1437685.pfe	unknown	-	15568	0	opaque-referrers(pfe)
DD6FED48	scripts\game\barkdata\1437690.pfe	unknown	-	12896	0	opaque-referrers(pfe)
8A4E5429	scripts\game\barkdata\1437760.pfe	unknown	-	2864	0	opaque-referrers(pfe)
42AEDB59	scripts\game\barkdata\1437765.pfe	unknown	-	3520	0	opaque-referrers(pfe)
4112878C	scripts\game\barkdata\1437770.pfe	unknown	-	3424	0	opaque-referrers(pfe)
89F208FC	scripts\game\barkdata\1437775.pfe	unknown	-	3264	0	opaque-referrers(pfe)
B0443559	scripts\game\barkdata\1437780.pfe	unknown	-	2752	0	opaque-referrers(pfe)
78A4BA29	scripts\game\barkdata\1437785.pfe	unknown	-	3712	0	opaque-referrers(pfe)
7B18E6FC	scripts\game\barkdata\1437790.pfe	unknown	-	2880	0	opaque-referrers(pfe)
B3F8698C	scripts\game\barkdata\1437795.pfe	unknown	-	3376	0	opaque-referrers(pfe)
AA5FC7DD	scripts\game\barkdata\1437800.pfe	unknown	-	3648	0	opaque-referrers(pfe)
62BF48AD	scripts\game\barkdata\1437805.pfe	unknown	-	2976	0	opaque-referrers(pfe)
61031478	scripts\game\barkdata\1437810.pfe	unknown	-	3440	0	opaque-referrers(pfe)
A9E39B08	scripts\game\barkdata\1437815.pfe	unknown	-	3216	0	opaque-referrers(pfe)
E42B3A03	scripts\game\barkdata\1437835.pfe	unknown	-	3008	0	opaque-referrers(pfe)
31CE85CB	scripts\game\barkdata\1437840.pfe	unknown	-	3536	0	opaque-referrers(pfe)
F92E0ABB	scripts\game\barkdata\1437845.pfe	unknown	-	3408	0	opaque-referrers(pfe)
FA92566E	scripts\game\barkdata\1437850.pfe	unknown	-	3344	0	opaque-referrers(pfe)
3272D91E	scripts\game\barkdata\1437855.pfe	unknown	-	2768	0	opaque-referrers(pfe)
7C0624C0	scripts\game\barkdata\1437860.pfe	unknown	-	2960	0	opaque-referrers(pfe)
B4E6ABB0	scripts\game\barkdata\1437865.pfe	unknown	-	3296	0	opaque-referrers(pfe)
D9CD73A1	scripts\game\barkdata\1437975.pfe	unknown	-	17568	0	opaque-referrers(pfe)
E07B4E04	scripts\game\barkdata\1437980.pfe	unknown	-	11776	0	opaque-referrers(pfe)
289BC174	scripts\game\barkdata\1437985.pfe	unknown	-	5648	0	opaque-referrers(pfe)
2B279DA1	scripts\game\barkdata\1437990.pfe	unknown	-	13552	0	opaque-referrers(pfe)
E3C712D1	scripts\game\barkdata\1437995.pfe	unknown	-	4640	0	opaque-referrers(pfe)
13E15670	scripts\game\barkdata\1438045.pfe	unknown	-	15424	0	opaque-referrers(pfe)
105D0AA5	scripts\game\barkdata\1438050.pfe	unknown	-	8016	0	opaque-referrers(pfe)
679FCADE	scripts\game\barkdata\1438090.pfe	unknown	-	31104	0	opaque-referrers(pfe)
2E071FD2	scripts\game\barkdata\1438105.pfe	unknown	-	29520	0	opaque-referrers(pfe)
E55BCC77	scripts\game\barkdata\1438115.pfe	unknown	-	32000	0	opaque-referrers(pfe)
AB2F31A9	scripts\game\barkdata\1438120.pfe	unknown	-	40704	0	opaque-referrers(pfe)
6073E20C	scripts\game\barkdata\1438130.pfe	unknown	-	22880	0	opaque-referrers(pfe)
A8936D7C	scripts\game\barkdata\1438135.pfe	unknown	-	7296	0	opaque-referrers(pfe)
7D76D2B4	scripts\game\barkdata\1438140.pfe	unknown	-	26816	0	opaque-referrers(pfe)
33022F6A	scripts\game\barkdata\1438175.pfe	unknown	-	9680	0	opaque-referrers(pfe)
E4122EB6	scripts\game\barkdata\1438450.pfe	unknown	-	3408	0	opaque-referrers(pfe)
D9F46714	scripts\game\barkdata\1438510.pfe	unknown	-	13472	0	opaque-referrers(pfe)
1114E864	scripts\game\barkdata\1438515.pfe	unknown	-	13120	0	opaque-referrers(pfe)
361BB9AC	scripts\game\barkdata\1438585.pfe	unknown	-	2432	0	opaque-referrers(pfe)
35A7E579	scripts\game\barkdata\1438590.pfe	unknown	-	2720	0	opaque-referrers(pfe)
FD476A09	scripts\game\barkdata\1438595.pfe	unknown	-	1936	0	opaque-referrers(pfe)
2340AE2C	scripts\game\barkdata\1438600.pfe	unknown	-	2080	0	opaque-referrers(pfe)
EBA0215C	scripts\game\barkdata\1438605.pfe	unknown	-	2400	0	opaque-referrers(pfe)
E81C7D89	scripts\game\barkdata\1438610.pfe	unknown	-	2528	0	opaque-referrers(pfe)
20FCF2F9	scripts\game\barkdata\1438615.pfe	unknown	-	2784	0	opaque-referrers(pfe)
6E880F27	scripts\game\barkdata\1438620.pfe	unknown	-	3168	0	opaque-referrers(pfe)
A6688057	scripts\game\barkdata\1438625.pfe	unknown	-	1856	0	opaque-referrers(pfe)
A5D4DC82	scripts\game\barkdata\1438630.pfe	unknown	-	3040	0	opaque-referrers(pfe)
6D3453F2	scripts\game\barkdata\1438635.pfe	unknown	-	3232	0	opaque-referrers(pfe)
B8D1EC3A	scripts\game\barkdata\1438640.pfe	unknown	-	3264	0	opaque-referrers(pfe)
7031634A	scripts\game\barkdata\1438645.pfe	unknown	-	3200	0	opaque-referrers(pfe)
738D3F9F	scripts\game\barkdata\1438650.pfe	unknown	-	3232	0	opaque-referrers(pfe)
BB6DB0EF	scripts\game\barkdata\1438655.pfe	unknown	-	3552	0	opaque-referrers(pfe)
F6A511E4	scripts\game\barkdata\1438675.pfe	unknown	-	3552	0	opaque-referrers(pfe)
CF132C41	scripts\game\barkdata\1438680.pfe	unknown	-	2576	0	opaque-referrers(pfe)
07F3A331	scripts\game\barkdata\1438685.pfe	unknown	-	1776	0	opaque-referrers(pfe)
044FFFE4	scripts\game\barkdata\1438690.pfe	unknown	-	2640	0	opaque-referrers(pfe)
737FD571	scripts\game\barkdata\1438800.pfe	unknown	-	18288	0	opaque-referrers(pfe)
BB9F5A01	scripts\game\barkdata\1438805.pfe	unknown	-	12624	0	opaque-referrers(pfe)
B82306D4	scripts\game\barkdata\1438810.pfe	unknown	-	4928	0	opaque-referrers(pfe)
70C389A4	scripts\game\barkdata\1438815.pfe	unknown	-	12992	0	opaque-referrers(pfe)
3EB7747A	scripts\game\barkdata\1438820.pfe	unknown	-	5008	0	opaque-referrers(pfe)
6E7AE5C9	scripts\game\barkdata\1438870.pfe	unknown	-	15952	0	opaque-referrers(pfe)
A69A6AB9	scripts\game\barkdata\1438875.pfe	unknown	-	7120	0	opaque-referrers(pfe)
D6B48210	scripts\game\barkdata\1438915.pfe	unknown	-	36400	0	opaque-referrers(pfe)
539CAC6B	scripts\game\barkdata\1438930.pfe	unknown	-	33936	0	opaque-referrers(pfe)
4E999CD3	scripts\game\barkdata\1438940.pfe	unknown	-	35152	0	opaque-referrers(pfe)
867913A3	scripts\game\barkdata\1438945.pfe	unknown	-	39824	0	opaque-referrers(pfe)
4D25C006	scripts\game\barkdata\1438955.pfe	unknown	-	27552	0	opaque-referrers(pfe)
