# Corpus reachability verdicts. Generated by `jackall-cli xref reach`;
# do not hand-edit. Methodology: docs/docs/engine-internals/asset-reachability.md
# hash	path	verdict	flags	bytes	outRefs	reason
BF5AF57F	domino\user\randomencounters\master_random_encounters_w2.setregionname.debug.lua	unused	DECOY	20698	2	unreachable:authoring-twin
4058EE60	domino\user\randomencounters\master_random_encounters_w2.setregionname.lua	unknown	-	14036	2	opaque-referrers(domino)
DDC8CEB5	domino\user\randomencounters\master_random_encounters_w2.setzonename.debug.lua	unused	DECOY	10709	2	unreachable:authoring-twin
9EBC5D48	domino\user\randomencounters\master_random_encounters_w2.setzonename.lua	unknown	-	7664	2	opaque-referrers(domino)
EB803A8A	domino\user\savepoints\savepoints.savehouse_bark_selectificationalizer.debug.lua	unused	DECOY	62880	10	unreachable:authoring-twin
7BC8DD87	domino\user\savepoints\savepoints.savehouse_monitor.debug.lua	unused	DECOY	14030	8	unreachable:authoring-twin
874F9A02	domino\user\savepoints\savepoints.savehouse_specialendbark.debug.lua	unused	DECOY	27678	13	unreachable:authoring-twin
66CA8D38	domino\user\savepoints\savepoints.savepoints.debug.lua	unused	DECOY	213301	27	unreachable:authoring-twin
E358526B	domino\user\sidemissions\assassination_missions.assassination_console.debug.lua	unused	DECOY	10042	2	unreachable:authoring-twin
C516FA15	domino\user\sidemissions\assassination_missions.assassination_missions.debug.lua	unused	DECOY	74262	27	unreachable:authoring-twin
D6FB2685	domino\user\sidemissions\assassination_missions.assassinationcelltowerinteracted.debug.lua	unused	DECOY	59622	10	unreachable:authoring-twin
50C85A0A	domino\user\sidemissions\assassination_missions.disablecelltowers.debug.lua	unused	DECOY	16615	5	unreachable:authoring-twin
41EE1098	domino\user\sidemissions\assassination_missions.main.debug.lua	unused	DECOY	1863	2	unreachable:authoring-twin
F7A43A03	domino\user\sidemissions\assassination_missions.main.lua	unknown	-	1308	2	opaque-referrers(domino)
F3B65553	domino\user\sidemissions\assassination_missions.setassassinationvariables.debug.lua	unused	DECOY	91148	6	unreachable:authoring-twin
48393757	domino\user\sidemissions\assassination_missions.testvariables.debug.lua	unused	DECOY	6703	2	unreachable:authoring-twin
A8587A7C	domino\user\sidemissions\assassination_missions.testvariables.lua	unknown	-	4908	2	opaque-referrers(domino)
6EF83EC9	domino\user\sidemissions\convoymissions.convoy_missions.debug.lua	unused	DECOY	84694	21	unreachable:authoring-twin
8AAC1F4F	domino\user\sidemissions\convoymissions.convoy_pawnbriefing.debug.lua	unused	DECOY	125051	15	unreachable:authoring-twin
08E25C9F	domino\user\sidemissions\convoymissions.popupconvoymission.debug.lua	unused	DECOY	46755	10	unreachable:authoring-twin
DADCB867	domino\user\sidemissions\convoymissions.selectrandommission.debug.lua	unused	DECOY	111758	10	unreachable:authoring-twin
D38E83F6	domino\user\sidemissions\convoymissions.unlockweapons.debug.lua	unused	DECOY	29846	8	unreachable:authoring-twin
50AB34F2	domino\user\sidemissions\convoymissions.weaponshop_tutorial.debug.lua	unused	DECOY	8905	4	unreachable:authoring-twin
A7C73592	domino\user\sidemissions\convoymissions.weaponshop_tutorial.lua	unknown	-	3819	4	opaque-referrers(domino)
F1619D15	domino\user\sidemissions\grin_missions.grin_mainpawnbriefing.debug.lua	unused	DECOY	53998	20	unreachable:authoring-twin
5F53CBBF	domino\user\sidemissions\grin_missions.grin_missions.debug.lua	unused	DECOY	315076	53	unreachable:authoring-twin
54B13B88	domino\user\sidemissions\grin_missions.grin_operativedebriefing.debug.lua	unused	DECOY	21039	11	unreachable:authoring-twin
76FE28B6	domino\user\sidemissions\grin_missions.grin_operativenullbriefing.debug.lua	unused	DECOY	19533	10	unreachable:authoring-twin
EBA63E8C	domino\user\sidemissions\grin_missions.grin_operativepawnbriefing.debug.lua	unused	DECOY	52679	19	unreachable:authoring-twin
59C57BCC	domino\user\sidemissions\grin_missions.grin_refugeegetpills.debug.lua	unused	DECOY	25793	13	unreachable:authoring-twin
2C45FB4C	domino\user\sidemissions\grin_missions.grin_refugees.debug.lua	unused	DECOY	83202	10	unreachable:authoring-twin
1980F665	domino\user\sidemissions\grin_missions.grin_wager.debug.lua	unused	DECOY	6452	5	unreachable:authoring-twin
A596C244	domino\user\sidemissions\grin_missions.selectmission.debug.lua	unused	DECOY	106285	7	unreachable:authoring-twin
7E6AFEF0	domino\user\sidemissions\sidemissions.bsq_assignmission.debug.lua	unused	DECOY	28124	5	unreachable:authoring-twin
746C5B02	domino\user\sidemissions\sidemissions.bsq_assignmission.lua	unknown	-	17909	5	opaque-referrers(domino)
D727F878	domino\user\sidemissions\sidemissions.buddysidequests_w1.debug.lua	unused	DECOY	164047	32	unreachable:authoring-twin
EAA6C8B3	domino\user\sidemissions\sidemissions.buddysidequests_w1.lua	unknown	-	86790	32	opaque-referrers(domino)
4EC59E79	domino\user\sidemissions\sidemissions.buddysidequests_w2.debug.lua	unused	DECOY	85420	26	unreachable:authoring-twin
AD06B263	domino\user\sidemissions\sidemissions.buddysidequests_w2.lua	unknown	-	49692	26	opaque-referrers(domino)
FC44A3B4	domino\user\sidemissions\sidemissions.carvertapes_missions.debug.lua	unused	DECOY	92081	23	unreachable:authoring-twin
EDC61299	domino\user\sidemissions\sidemissions.eric_countmalariapills.debug.lua	unused	DECOY	809	1	unreachable:authoring-twin
E1D04AFE	domino\user\sidemissions\sidemissions.eric_countmalariapills.lua	unknown	-	809	1	opaque-referrers(domino)
BBAFFE59	domino\user\sidemissions\sidemissions.flush_bsq_barkbanks.debug.lua	unused	DECOY	8444	2	unreachable:authoring-twin
81D9E7DB	domino\user\sidemissions\sidemissions.mikesplace_bsqmanager_w1.debug.lua	unused	DECOY	218773	44	unreachable:authoring-twin
183B81DA	domino\user\sidemissions\sidemissions.mikesplace_bsqmanager_w2.debug.lua	unused	DECOY	202523	42	unreachable:authoring-twin
D83A76F3	domino\user\sidemissions\sidemissions.mikesplace_bsqmission_and_pawnbrief_selection.debug.lua	unused	DECOY	153323	26	unreachable:authoring-twin
85FCBD77	domino\user\sidemissions\sidemissions.mikesplace_foreachbuddy_spawned.debug.lua	unused	DECOY	80699	17	unreachable:authoring-twin
7FFE17F9	domino\user\sidemissions\sidemissions.mikesplace_ifbuddy_spawned.debug.lua	unused	DECOY	6359	7	unreachable:authoring-twin
7528CBFC	domino\user\sidemissions\sidemissions.mikesplace_newsecondarybuddy_spawned.debug.lua	unused	DECOY	9841	6	unreachable:authoring-twin
CEB0D444	domino\user\sidemissions\sidemissions.mikesplace_objectivepoint.debug.lua	unused	DECOY	22357	8	unreachable:authoring-twin
2D20758F	domino\user\sidemissions\sidemissions.mikesplace_pawnbriefselection_timer.debug.lua	unused	DECOY	24527	7	unreachable:authoring-twin
355B980C	domino\user\sidemissions\sidemissions.mikesplace_removebuddies_w1.debug.lua	unused	DECOY	64428	8	unreachable:authoring-twin
ACB9FE0D	domino\user\sidemissions\sidemissions.mikesplace_removebuddies_w2.debug.lua	unused	DECOY	55743	8	unreachable:authoring-twin
1C2B7765	domino\user\sidemissions\sidemissions.mikesplace_waitforloadedbuddy.debug.lua	unused	DECOY	20849	12	unreachable:authoring-twin
23072BB2	domino\user\ubidays.benchmarkdemo.debug.lua	unused	DECOY	6829	9	unreachable:authoring-twin
93AC8D21	domino\user\ubidays.benchmarkdemo.lua	unused	DECOY	4005	9	unreachable:trade-show-demo
C5F2D917	domino\user\ubidays.briefing_frank.debug.lua	unused	DECOY	34918	17	unreachable:authoring-twin
43A180CD	domino\user\ubidays.briefing_frank.lua	unused	DECOY	15131	17	unreachable:trade-show-demo
5C0031C4	domino\user\ubidays.briefing_warren.debug.lua	unused	DECOY	18452	8	unreachable:authoring-twin
6CF713FB	domino\user\ubidays.briefing_warren.lua	unused	DECOY	7486	8	unreachable:trade-show-demo
609F54FA	domino\user\ubidays.longdemo.debug.lua	unused	DECOY	108074	37	unreachable:authoring-twin
F0F517AF	domino\user\ubidays.longdemo.lua	unused	DECOY	56975	37	unreachable:trade-show-demo
26A4CA6C	domino\user\ubidays.playdemo.debug.lua	unused	DECOY	103671	36	unreachable:authoring-twin
F50C13BD	domino\user\ubidays.playdemo.lua	unused	DECOY	54771	36	unreachable:trade-show-demo
547854F6	domino\user\ubidays.stagedemo.debug.lua	unused	DECOY	21324	11	unreachable:authoring-twin
1F0A6EA2	domino\user\ubidays.stagedemo.lua	unused	DECOY	10717	11	unreachable:trade-show-demo
3683F873	domino\user\ubidays.techdemo.debug.lua	unused	DECOY	21347	9	unreachable:authoring-twin
32099048	domino\user\ubidays.techdemo.lua	unused	DECOY	10816	9	unreachable:trade-show-demo
9661490D	graphics\_materials\editor\water_default_top.xbm	unused	-	1220	2	unreachable
6ACF7F62	graphics\_materials\editor\water_moss_high_top.xbm	unused	-	1348	4	unreachable
71789E12	graphics\_materials\editor\water_moss_low_fishingvillage_top.xbm	unused	-	1364	4	unreachable
CB50A93E	graphics\_materials\editor\water_moss_low_top.xbm	unused	-	1348	4	unreachable
FA7C78D9	graphics\_materials\editor\water_moss_veryhigh_top.xbm	unused	-	1348	4	unreachable
AB67E4C1	graphics\_materials\editor\water_noreflection_dirty_top.xbm	unused	-	1364	4	unreachable
7514D17A	graphics\_materials\jfcarrier2-m-1711200855837624.xbm	unused	-	1716	6	unreachable
4F31AF7B	graphics\_materials\jfcarrier2-m-1711200856518995.xbm	unused	-	1236	3	unreachable
51763E17	graphics\actors\_textures\c_cm_plaincloth_01.xbt	unused	-	184	0	unreachable
16D644C7	graphics\actors\_textures\c_cm_plaincloth_02.xbt	unused	-	184	0	unreachable
2BB66D77	graphics\actors\_textures\c_cm_plaincloth_03.xbt	unused	-	184	0	unreachable
2FFE07EE	graphics\actors\_textures\c_multi_body_tatoo_01_lv01.xbt	unused	-	43924	1	unreachable
90CFCBFB	graphics\actors\_textures\c_multi_body_tatoo_01_lv01_mip0.xbt	unused	-	131232	0	unreachable
685E7D3E	graphics\actors\_textures\c_multi_body_tatoo_01_lv02.xbt	unused	-	43924	1	unreachable
7BF870F8	graphics\actors\_textures\c_multi_body_tatoo_01_lv02_mip0.xbt	unused	-	131232	0	unreachable
553E548E	graphics\actors\_textures\c_multi_body_tatoo_01_lv03.xbt	unused	-	43924	1	unreachable
943A1BC6	graphics\actors\_textures\c_multi_body_tatoo_01_lv03_mip0.xbt	unused	-	131232	0	unreachable
E71E889E	graphics\actors\_textures\c_multi_body_tatoo_01_lv04.xbt	unused	-	43924	1	unreachable
76E600BF	graphics\actors\_textures\c_multi_body_tatoo_01_lv04_mip0.xbt	unused	-	131232	0	unreachable
C4C9BCED	graphics\actors\_textures\c_multi_body_tatoo_02_lv01.xbt	unused	-	43924	1	unreachable
81B2A182	graphics\actors\_textures\c_multi_body_tatoo_02_lv01_mip0.xbt	unused	-	131232	0	unreachable
8369C63D	graphics\actors\_textures\c_multi_body_tatoo_02_lv02.xbt	unused	-	43924	1	unreachable
6A851A81	graphics\actors\_textures\c_multi_body_tatoo_02_lv02_mip0.xbt	unused	-	131232	0	unreachable
BE09EF8D	graphics\actors\_textures\c_multi_body_tatoo_02_lv03.xbt	unused	-	43924	1	unreachable
854771BF	graphics\actors\_textures\c_multi_body_tatoo_02_lv03_mip0.xbt	unused	-	131232	0	unreachable
0C29339D	graphics\actors\_textures\c_multi_body_tatoo_02_lv04.xbt	unused	-	43924	1	unreachable
679B6AC6	graphics\actors\_textures\c_multi_body_tatoo_02_lv04_mip0.xbt	unused	-	131232	0	unreachable
2B0BD7D3	graphics\actors\_textures\c_multi_body_tatoo_03_lv01.xbt	unused	-	43924	1	unreachable
38497A6A	graphics\actors\_textures\c_multi_body_tatoo_03_lv01_mip0.xbt	unused	-	131232	0	unreachable
6CABAD03	graphics\actors\_textures\c_multi_body_tatoo_03_lv02.xbt	unused	-	43924	1	unreachable
D37EC169	graphics\actors\_textures\c_multi_body_tatoo_03_lv02_mip0.xbt	unused	-	131232	0	unreachable
51CB84B3	graphics\actors\_textures\c_multi_body_tatoo_03_lv03.xbt	unused	-	43924	1	unreachable
3CBCAA57	graphics\actors\_textures\c_multi_body_tatoo_03_lv03_mip0.xbt	unused	-	131232	0	unreachable
E3EB58A3	graphics\actors\_textures\c_multi_body_tatoo_03_lv04.xbt	unused	-	43924	1	unreachable
DE60B12E	graphics\actors\_textures\c_multi_body_tatoo_03_lv04_mip0.xbt	unused	-	131232	0	unreachable
3977CAA3	graphics\actors\_textures\c_small_head_tatoo_beard_goatee.xbt	unused	-	43864	0	unreachable
E571EA03	graphics\actors\_textures\c_small_head_tatoo_beard_halfgoatee.xbt	unused	-	43864	0	unreachable
050B7341	graphics\actors\_textures\c_small_head_tatoo_beard_pinch.xbt	unused	-	43864	0	unreachable
08DD2FF3	graphics\actors\_textures\print_temp01.xbt	unused	-	43864	0	unreachable
C03DA083	graphics\actors\_textures\print_temp04.xbt	unused	-	43864	0	unreachable
B51445F6	graphics\actors\_texturesmulti\c_camored.xbt	unused	-	43864	0	unreachable
87635ACD	graphics\actors\_texturesmulti\c_camoyel.xbt	unused	-	43864	0	unreachable
009A5EF8	graphics\actors\_texturesmulti\c_tatoo_assault_lv1.xbt	unused	-	174992	1	unreachable
94A8B260	graphics\actors\_texturesmulti\c_tatoo_assault_lv1_mip0.xbt	unused	-	524448	0	unreachable
473A2428	graphics\actors\_texturesmulti\c_tatoo_assault_lv2.xbt	unused	-	174992	1	unreachable
7F9F0963	graphics\actors\_texturesmulti\c_tatoo_assault_lv2_mip0.xbt	unused	-	524448	0	unreachable
7A5A0D98	graphics\actors\_texturesmulti\c_tatoo_assault_lv3.xbt	unused	-	174992	1	unreachable
905D625D	graphics\actors\_texturesmulti\c_tatoo_assault_lv3_mip0.xbt	unused	-	524448	0	unreachable
C87AD188	graphics\actors\_texturesmulti\c_tatoo_assault_lv4.xbt	unused	-	174992	1	unreachable
72817924	graphics\actors\_texturesmulti\c_tatoo_assault_lv4_mip0.xbt	unused	-	524448	0	unreachable
9FBA9FCE	graphics\characters\_common\c_cm_camo_03_p.xbt	unused	-	43864	0	unreachable
70C240C6	graphics\characters\_common\c_cm_shirt_print01.xbt	unused	-	43916	1	unreachable
77EF92D5	graphics\characters\_common\c_cm_shirt_print01_mip0.xbt	unused	-	131232	0	unreachable
B822CFB6	graphics\characters\_common\c_cm_shirt_print04.xbt	unused	-	43864	0	unreachable
C2E29CD6	graphics\characters\_common\c_cm_shirt_print06.xbt	unused	-	11096	0	unreachable
FF82B566	graphics\characters\_common\c_cm_shirt_print07.xbt	unused	-	43864	0	unreachable
7DD222B7	graphics\characters\_common\c_cm_shirt_print08.xbt	unused	-	43864	0	unreachable
40B20B07	graphics\characters\_common\c_cm_shirt_print09.xbt	unused	-	43864	0	unreachable
86FEBAD3	graphics\characters\_common\c_cm_shirt_print10.xbt	unused	-	43864	0	unreachable
BB9E9363	graphics\characters\_common\c_cm_shirt_print11.xbt	unused	-	43864	0	unreachable
FC3EE9B3	graphics\characters\_common\c_cm_shirt_print12.xbt	unused	-	43864	0	unreachable
C15EC003	graphics\characters\_common\c_cm_shirt_print13.xbt	unused	-	43864	0	unreachable
737E1C13	graphics\characters\_common\c_cm_shirt_print14.xbt	unused	-	43864	0	unreachable
4E1E35A3	graphics\characters\_common\c_cm_shirt_print15.xbt	unused	-	43864	0	unreachable
09BE4F73	graphics\characters\_common\c_cm_shirt_print16.xbt	unused	-	43864	0	unreachable
34DE66C3	graphics\characters\_common\c_cm_shirt_print17.xbt	unused	-	43864	0	unreachable
B68EF112	graphics\characters\_common\c_cm_shirt_print18.xbt	unused	-	43864	0	unreachable
8BEED8A2	graphics\characters\_common\c_cm_shirt_print19.xbt	unused	-	43864	0	unreachable
006AC87D	graphics\characters\_common\c_cm_shirt_print20.xbt	unused	-	43864	0	unreachable
3D0AE1CD	graphics\characters\_common\c_cm_shirt_print21.xbt	unused	-	43864	0	unreachable
7AAA9B1D	graphics\characters\_common\c_cm_shirt_print22.xbt	unused	-	43864	0	unreachable
47CAB2AD	graphics\characters\_common\c_cm_shirt_print23.xbt	unused	-	43864	0	unreachable
F5EA6EBD	graphics\characters\_common\c_cm_shirt_print24.xbt	unused	-	43864	0	unreachable
C88A470D	graphics\characters\_common\c_cm_shirt_print25.xbt	unused	-	43864	0	unreachable
301A83BC	graphics\characters\_common\c_cm_shirt_print28.xbt	unused	-	43864	0	unreachable
0D7AAA0C	graphics\characters\_common\c_cm_shirt_print29.xbt	unused	-	43864	0	unreachable
CB361BD8	graphics\characters\_common\c_cm_shirt_print30.xbt	unused	-	43864	0	unreachable
F6563268	graphics\characters\_common\c_cm_shirt_print31.xbt	unused	-	43864	0	unreachable
B1F648B8	graphics\characters\_common\c_cm_shirt_print32.xbt	unused	-	43864	0	unreachable
8C966108	graphics\characters\_common\c_cm_shirt_print33.xbt	unused	-	43864	0	unreachable
3EB6BD18	graphics\characters\_common\c_cm_shirt_print34.xbt	unused	-	43864	0	unreachable
03D694A8	graphics\characters\_common\c_cm_shirt_print35.xbt	unused	-	43864	0	unreachable
7916C7C8	graphics\characters\_common\c_cm_shirt_print37.xbt	unused	-	43864	0	unreachable
FB465019	graphics\characters\_common\c_cm_shirt_print38.xbt	unused	-	43916	1	unreachable
1218DF1E	graphics\characters\_common\c_cm_shirt_print38_mip0.xbt	unused	-	131232	0	unreachable
C62679A9	graphics\characters\_common\c_cm_shirt_print39.xbt	unused	-	43864	0	unreachable
200FD175	graphics\characters\_common\c_cm_shirt_print51.xbt	unused	-	43864	0	unreachable
D58F77B5	graphics\characters\_common\c_cm_shirt_print55.xbt	unused	-	2904	0	unreachable
922F0D65	graphics\characters\_common\c_cm_shirt_print56.xbt	unused	-	11096	0	unreachable
733C89F9	graphics\characters\_common\c_cm_sportvestapr.xbt	unused	-	43916	1	unreachable
CBAC1117	graphics\characters\_common\c_cm_sportvestapr_mip0.xbt	unused	-	131232	0	unreachable
45271171	graphics\characters\_common\c_cm_sportvestufll.xbt	unused	-	43916	1	unreachable
ABA1FEEB	graphics\characters\_common\c_cm_sportvestufll_mip0.xbt	unused	-	131232	0	unreachable
59C8AE8F	graphics\characters\_common\frankensteinposes\3rdge_fulb_bulletreactionstand01_nodir_nowep_i1.apm	unknown	-	280	0	opaque-referrers(apm)
F661E345	graphics\characters\_common\frankensteinposes\3rdge_fulb_bulletreactionstand02_nodir_nowep_i1.apm	unknown	-	280	0	opaque-referrers(apm)
9306D803	graphics\characters\_common\frankensteinposes\3rdge_fulb_bulletreactionstand03_nodir_nowep_i1.apm	unknown	-	280	0	opaque-referrers(apm)
355CAD7D	graphics\characters\_common\frankensteinposes\3rdge_fulb_bump_+045rt_nowep_i0.apm	unknown	-	280	0	opaque-referrers(apm)
6A9AF8C9	graphics\characters\_common\frankensteinposes\3rdge_fulb_chestdownspd4_+000fw_prak4_i1.apm	unknown	-	280	0	opaque-referrers(apm)
8E5EF9B4	graphics\characters\_common\frankensteinposes\3rdge_fulb_chestdownspd6_+000fw_prak4_i1.apm	unknown	-	280	0	opaque-referrers(apm)
5FF7DC1D	graphics\characters\_common\frankensteinposes\3rdge_fulb_crironwlk_+000fw_prak4_i1.apm	unknown	-	280	0	opaque-referrers(apm)
8C3E8737	graphics\characters\_common\frankensteinposes\3rdge_fulb_crironwlk_+090rt_prak4_i1.apm	unknown	-	280	0	opaque-referrers(apm)
B8F30B1E	graphics\characters\_common\frankensteinposes\3rdge_fulb_crironwlk_-090lt_prak4_i1.apm	unknown	-	280	0	opaque-referrers(apm)
41154B12	graphics\characters\_common\frankensteinposes\3rdge_fulb_crironwlk_-180bw_prak4_i1.apm	unknown	-	280	0	opaque-referrers(apm)
062CA8D2	graphics\characters\_common\frankensteinposes\3rdge_fulb_crouchonspot_+000fw_prak4_i1.apm	unknown	-	280	0	opaque-referrers(apm)
FA88EFC1	graphics\characters\_common\frankensteinposes\3rdge_fulb_crouchonspotiron_+000fw_prak4_i1.apm	unknown	-	280	0	opaque-referrers(apm)
FFDE11EC	graphics\characters\_common\frankensteinposes\3rdge_fulb_crouchonspotiron_+000fw_prak4_i1_v2.apm	unknown	-	280	0	opaque-referrers(apm)
C2BE385C	graphics\characters\_common\frankensteinposes\3rdge_fulb_crouchonspotiron_+000fw_prak4_i1_v3.apm	unknown	-	280	0	opaque-referrers(apm)
709EE44C	graphics\characters\_common\frankensteinposes\3rdge_fulb_crouchonspotiron_+000fw_prak4_i1_v4.apm	unknown	-	280	0	opaque-referrers(apm)
4DFECDFC	graphics\characters\_common\frankensteinposes\3rdge_fulb_crouchonspotiron_+000fw_prak4_i1_v5.apm	unknown	-	280	0	opaque-referrers(apm)
C01745AA	graphics\characters\_common\frankensteinposes\3rdge_fulb_crregrun_+000fw_prak4_i1.apm	unknown	-	280	0	opaque-referrers(apm)
13DE1E80	graphics\characters\_common\frankensteinposes\3rdge_fulb_crregrun_+090rt_prak4_i1.apm	unknown	-	280	0	opaque-referrers(apm)
271392A9	graphics\characters\_common\frankensteinposes\3rdge_fulb_crregrun_-090lt_prak4_i1.apm	unknown	-	280	0	opaque-referrers(apm)
DEF5D2A5	graphics\characters\_common\frankensteinposes\3rdge_fulb_crregrun_-180bw_prak4_i1.apm	unknown	-	280	0	opaque-referrers(apm)
D1878149	graphics\characters\_common\frankensteinposes\3rdge_fulb_crregwlk_+000fw_prak4_i1.apm	unknown	-	280	0	opaque-referrers(apm)
024EDA63	graphics\characters\_common\frankensteinposes\3rdge_fulb_crregwlk_+090rt_prak4_i1.apm	unknown	-	280	0	opaque-referrers(apm)
3683564A	graphics\characters\_common\frankensteinposes\3rdge_fulb_crregwlk_-090lt_prak4_i1.apm	unknown	-	280	0	opaque-referrers(apm)
CF651646	graphics\characters\_common\frankensteinposes\3rdge_fulb_crregwlk_-180bw_prak4_i1.apm	unknown	-	280	0	opaque-referrers(apm)
E36886AE	graphics\characters\_common\frankensteinposes\3rdge_fulb_headdownspd4_+000fw_prak4_i1.apm	unknown	-	280	0	opaque-referrers(apm)
2F56412B	graphics\characters\_common\frankensteinposes\3rdge_fulb_jumpbegin_+000fw_nowep_i0.apm	unknown	-	280	0	opaque-referrers(apm)
5B1BD1A2	graphics\characters\_common\frankensteinposes\3rdge_fulb_jumpfall_+180bw_nowep_i0.apm	unknown	-	280	0	opaque-referrers(apm)
D8B17DF9	graphics\characters\_common\frankensteinposes\3rdge_fulb_jumpland_+000fw_nowep_i0.apm	unknown	-	280	0	opaque-referrers(apm)
B1E17F65	graphics\characters\_common\frankensteinposes\3rdge_fulb_jumplandimpact_+000fw_nowep_i0.apm	unknown	-	280	0	opaque-referrers(apm)
29AAE57D	graphics\characters\_common\frankensteinposes\3rdge_fulb_leghurt_+90rt_nowep_i1.apm	unknown	-	280	0	opaque-referrers(apm)
8EC7DEC2	graphics\characters\_common\frankensteinposes\3rdge_fulb_leghurt_-90lt_nowep_i1.apm	unknown	-	280	0	opaque-referrers(apm)
DB1A1EA6	graphics\characters\_common\frankensteinposes\3rdge_fulb_lowerhips_+000fw_nowep_i1.apm	unknown	-	280	0	opaque-referrers(apm)
7C0C6086	graphics\characters\_common\frankensteinposes\3rdge_fulb_ml12helpertooclose_+000fw_nowep_i1.apm	unknown	-	280	0	opaque-referrers(apm)
3CE7DF32	graphics\characters\_common\frankensteinposes\3rdge_fulb_mountedhurt_+000fw_nowep_i1.apm	unknown	-	280	0	opaque-referrers(apm)
D649691E	graphics\characters\_common\frankensteinposes\3rdge_fulb_shoulderhurt_+90rt_nowep_i1.apm	unknown	-	280	0	opaque-referrers(apm)
712452A1	graphics\characters\_common\frankensteinposes\3rdge_fulb_shoulderhurt_-90lt_nowep_i1.apm	unknown	-	280	0	opaque-referrers(apm)
25F9379C	graphics\characters\_common\frankensteinposes\3rdge_fulb_standhurt_+000fw_nowep_i1.apm	unknown	-	280	0	opaque-referrers(apm)
A6C7AB80	graphics\characters\_common\frankensteinposes\3rdge_fulb_standhurt_+180bw_nowep_i1.apm	unknown	-	280	0	opaque-referrers(apm)
9825B8AC	graphics\characters\_common\frankensteinposes\3rdge_fulb_standhurt_+90rt_nowep_i1.apm	unknown	-	280	0	opaque-referrers(apm)
3F488313	graphics\characters\_common\frankensteinposes\3rdge_fulb_standhurt_-90lt_nowep_i1.apm	unknown	-	280	0	opaque-referrers(apm)
CA14FF17	graphics\characters\_common\frankensteinposes\3rdge_fulb_stdidleangry_+000fw_nowep_i0.apm	unknown	-	280	0	opaque-referrers(apm)
F774D6A7	graphics\characters\_common\frankensteinposes\3rdge_fulb_stdidleangry_+000fw_nowep_i1.apm	unknown	-	280	0	opaque-referrers(apm)
E27BE755	graphics\characters\_common\frankensteinposes\3rdge_fulb_stdidlescared_+000fw_nowep_i1.apm	unknown	-	280	0	opaque-referrers(apm)
A5DB9D85	graphics\characters\_common\frankensteinposes\3rdge_fulb_stdidlescared_+000fw_nowep_i2.apm	unknown	-	280	0	opaque-referrers(apm)
CB65A9C9	graphics\characters\_common\frankensteinposes\3rdge_fulb_tiltback_+000fw_nowep_i1.apm	unknown	-	280	0	opaque-referrers(apm)
A500D546	graphics\characters\_common\frankensteinposes\3rdge_fulb_tiltfront_+000fw_nowep_i1.apm	unknown	-	280	0	opaque-referrers(apm)
E5710CB6	graphics\characters\_common\frankensteinposes\3rdge_fulb_tiltleft_+000fw_nowep_i1.apm	unknown	-	280	0	opaque-referrers(apm)
819A4BDE	graphics\characters\_common\frankensteinposes\3rdge_fulb_tiltright_+000fw_nowep_i1.apm	unknown	-	280	0	opaque-referrers(apm)
7553033F	graphics\characters\_common\frankensteinposes\3rdge_fulb_vehiclehurt_+000fw_nowep_i1.apm	unknown	-	280	0	opaque-referrers(apm)
6FF543AC	graphics\characters\_common\frankensteinposes\3rdge_fulb_wlkend_+000fw_prak4_i1.apm	unknown	-	280	0	opaque-referrers(apm)
BD4E840C	graphics\characters\_common\frankensteinposes\3rdge_fulb_wlkendcrouchspd1_+000fw_prak4_i1.apm	unknown	-	280	0	opaque-referrers(apm)
6973964E	graphics\characters\_common\frankensteinposes\3rdge_fulb_wlkstart_+000fw_prak4_i1.apm	unknown	-	280	0	opaque-referrers(apm)
264DE451	graphics\characters\_common\frankensteinposes\3rdge_fulb_wlkstartcrouchspd1_+000fw_prak4_i1.apm	unknown	-	280	0	opaque-referrers(apm)
1414644C	graphics\characters\_common\frankensteinposes\3rdge_fulb_wlkstartmulti_+000fw_prak4_i1.apm	unknown	-	280	0	opaque-referrers(apm)
C7DD3F66	graphics\characters\_common\frankensteinposes\3rdge_fulb_wlkstartmulti_+090rt_prak4_i1.apm	unknown	-	280	0	opaque-referrers(apm)
F310B34F	graphics\characters\_common\frankensteinposes\3rdge_fulb_wlkstartmulti_-090lt_prak4_i1.apm	unknown	-	280	0	opaque-referrers(apm)
0AF6F343	graphics\characters\_common\frankensteinposes\3rdge_fulb_wlkstartmulti_-180bw_prak4_i1.apm	unknown	-	280	0	opaque-referrers(apm)
2CF93B79	graphics\characters\_common\frankensteinposes\3rdge_fulb_wlkstartmultipre_+090rt_prak4_i1.apm	unknown	-	280	0	opaque-referrers(apm)
1834B750	graphics\characters\_common\frankensteinposes\3rdge_fulb_wlkstartmultipre_-090lt_prak4_i1.apm	unknown	-	280	0	opaque-referrers(apm)
0F1F7E6F	graphics\characters\_common\frankensteinposes\3rdge_uppb_leanforward_+000fw_nowep_i1.apm	unknown	-	280	0	opaque-referrers(apm)
EDA29096	graphics\characters\_common\frankensteinposes\accable.apm	unknown	-	280	0	opaque-referrers(apm)
24358577	graphics\characters\_common\frankensteinposes\arogant.apm	unknown	-	280	0	opaque-referrers(apm)
9C13177B	graphics\characters\_common\frankensteinposes\baveux.apm	unknown	-	280	0	opaque-referrers(apm)
3A3A8A99	graphics\characters\_common\frankensteinposes\bedonnant.apm	unknown	-	280	0	opaque-referrers(apm)
